Transaction_ID,Date,Product_Category,Product_Name,City,Region,Customer_Segment,Payment_Method,Sales_Rep,Units_Sold,Unit_Price,Unit_Cost,Revenue,COGS,Marketing_Expense,Shipping_Expense,Operating_Expense,Total_Expense,Net_Profit,Profit_Margin_Pct
TXN-1944,2025-06-11,Electronics,Wireless Noise-Canceling Headset,Phoenix,West,Consumer,Credit Card,Diana Prince,2,246.07,123.59,492.14,247.18,50.11,21.0,55.89,374.18,117.96,23.97
TXN-1945,2024-05-14,Software,Cloud Storage Annual,Boston,East,Government,PayPal,Bob Jones,38,392.0,81.01,14896.0,3078.38,1839.47,296.62,1387.91,6602.38,8293.62,55.68
TXN-1946,2026-05-13,Hardware,NAS Storage Enclosure,Miami,East,SMB,Wire Transfer,Alice Smith,4,731.1,480.31,2924.4,1921.24,195.54,58.78,219.35,2394.91,529.49,18.11
TXN-1947,2024-03-18,Software,Cloud Storage Annual,Boston,East,SMB,Credit Card,Diana Prince,2,426.25,78.43,852.5,156.86,81.82,20.88,124.54,384.1,468.4,54.94
TXN-1948,2025-05-13,Software,Enterprise ERP License,Miami,East,SMB,Direct Invoice,Diana Prince,3,2577.82,477.77,7733.46,1433.31,640.05,39.58,501.25,2614.19,5119.27,66.2
TXN-1949,2024-06-06,Software,Cloud Storage Annual,Miami,East,SMB,Direct Invoice,Diana Prince,1,387.38,79.96,387.38,79.96,27.33,14.56,101.15,223.0,164.38,42.43
TXN-1950,2026-03-20,Hardware,Gigabit Switch 24-Port,Chicago,Midwest,SMB,Direct Invoice,Evan Wright,5,425.06,251.68,2125.3,1258.4,201.24,65.34,185.23,1710.21,415.09,19.53
TXN-1951,2024-04-24,Hardware,Gigabit Switch 24-Port,Seattle,West,SMB,Wire Transfer,Diana Prince,6,447.49,272.25,2684.94,1633.5,306.84,30.6,269.52,2240.46,444.48,16.55
TXN-1952,2025-01-04,Office Supplies,Standing Desk Converter,Seattle,West,Consumer,PayPal,Charlie Davis,4,296.29,138.2,1185.16,552.8,90.91,51.01,126.71,821.43,363.73,30.69
TXN-1953,2026-05-02,Hardware,Gigabit Switch 24-Port,Chicago,Midwest,Enterprise,Wire Transfer,Evan Wright,18,437.31,272.12,7871.58,4898.16,1046.46,260.85,889.68,7095.15,776.43,9.86
TXN-1954,2024-05-01,Office Supplies,Standing Desk Converter,San Francisco,West,Enterprise,Credit Card,Charlie Davis,23,296.07,138.65,6809.61,3188.95,791.22,243.13,785.96,5009.26,1800.35,26.44
TXN-1955,2024-08-30,Services,Cloud Migration Consulting,Seattle,West,Government,Wire Transfer,Diana Prince,19,3298.68,1186.73,62674.92,22547.87,5824.03,125.16,7201.94,35699.0,26975.92,43.04
TXN-1956,2026-01-31,Office Supplies,High-Speed Paper Shredder,Chicago,Midwest,SMB,Wire Transfer,Diana Prince,6,187.45,90.55,1124.7,543.3,94.5,54.01,184.92,876.73,247.97,22.05
TXN-1957,2026-03-09,Office Supplies,Mesh Office Chair,San Francisco,West,Enterprise,Wire Transfer,Evan Wright,23,325.87,165.59,7495.01,3808.57,737.67,315.19,638.94,5500.37,1994.64,26.61
TXN-1958,2026-02-21,Services,Cybersecurity Audit,Phoenix,West,SMB,PayPal,Alice Smith,4,2216.38,800.48,8865.52,3201.92,689.63,41.79,602.7,4536.04,4329.48,48.84
TXN-1959,2024-03-02,Office Supplies,Mesh Office Chair,San Francisco,West,Enterprise,Wire Transfer,Evan Wright,26,343.56,156.06,8932.56,4057.56,1161.22,370.26,941.7,6530.74,2401.82,26.89
TXN-1960,2026-02-16,Services,Cybersecurity Audit,Phoenix,West,SMB,PayPal,Diana Prince,4,2049.23,816.5,8196.92,3266.0,514.09,53.7,702.8,4536.59,3660.33,44.65
TXN-1961,2025-10-08,Office Supplies,High-Speed Paper Shredder,New York,East,Enterprise,Credit Card,Bob Jones,16,168.07,86.35,2689.12,1381.6,218.86,180.87,258.34,2039.67,649.45,24.15
TXN-1962,2024-06-14,Office Supplies,Mesh Office Chair,Chicago,Midwest,Enterprise,Credit Card,Alice Smith,6,318.01,156.98,1908.06,941.88,189.33,76.36,183.94,1391.51,516.55,27.07
TXN-1963,2025-11-15,Services,Annual IT Maintenance Plan,Houston,South,Consumer,PayPal,Bob Jones,2,1785.41,595.34,3570.82,1190.68,286.4,17.45,240.67,1735.2,1835.62,51.41
TXN-1964,2024-12-13,Services,Cloud Migration Consulting,Houston,South,SMB,Wire Transfer,Alice Smith,5,3407.46,1201.11,17037.3,6005.55,1747.82,38.38,1981.14,9772.89,7264.41,42.64
TXN-1965,2024-08-05,Software,Cloud Storage Annual,Chicago,Midwest,Enterprise,PayPal,Alice Smith,11,376.4,82.55,4140.4,908.05,578.38,91.25,374.71,1952.39,2188.01,52.85
TXN-1966,2026-01-27,Hardware,Rack Server Blade X,Los Angeles,West,Consumer,PayPal,Diana Prince,7,3275.1,2195.09,22925.7,15365.63,2832.8,37.8,1727.81,19964.04,2961.66,12.92
TXN-1967,2024-11-02,Hardware,Gigabit Switch 24-Port,Los Angeles,West,Enterprise,PayPal,Diana Prince,18,419.18,248.2,7545.24,4467.6,665.81,264.48,590.17,5988.06,1557.18,20.64
TXN-1968,2025-01-21,Hardware,Gigabit Switch 24-Port,Boston,East,SMB,Direct Invoice,Charlie Davis,2,475.97,271.78,951.94,543.56,89.36,13.45,146.15,792.52,159.42,16.75
TXN-1969,2025-02-03,Services,Annual IT Maintenance Plan,Los Angeles,West,SMB,PayPal,Diana Prince,3,1842.12,572.09,5526.36,1716.27,724.57,34.25,599.4,3074.49,2451.87,44.37
TXN-1970,2025-08-12,Electronics,Smart Display 10,Boston,East,Enterprise,PayPal,Bob Jones,10,353.54,193.24,3535.4,1932.4,299.78,140.0,426.24,2798.42,736.98,20.85
TXN-1971,2026-01-31,Hardware,Rack Server Blade X,Houston,South,SMB,Credit Card,Bob Jones,1,3121.54,2176.1,3121.54,2176.1,400.62,5.22,331.33,2913.27,208.27,6.67
TXN-1972,2025-09-17,Office Supplies,High-Speed Paper Shredder,Houston,South,Government,Credit Card,Bob Jones,22,193.22,86.15,4250.84,1895.3,452.1,308.48,266.0,2921.88,1328.96,31.26
TXN-1973,2025-09-05,Electronics,Laptop Pro 15,Miami,East,SMB,Direct Invoice,Bob Jones,7,1223.52,728.29,8564.64,5098.03,745.97,74.32,826.16,6744.48,1820.16,21.25
TXN-1974,2024-09-23,Services,Annual IT Maintenance Plan,Miami,East,Enterprise,Direct Invoice,Evan Wright,11,1824.14,610.28,20065.54,6713.08,2793.43,64.97,1977.48,11548.96,8516.58,42.44
TXN-1975,2025-12-13,Software,Cloud Storage Annual,Chicago,Midwest,SMB,Credit Card,Diana Prince,6,404.42,81.92,2426.52,491.52,297.71,48.11,265.62,1102.96,1323.56,54.55
TXN-1976,2024-09-17,Electronics,Smart Display 10,Boston,East,Government,PayPal,Fiona Gallagher,36,336.34,192.4,12108.24,6926.4,1609.44,539.27,780.79,9855.9,2252.34,18.6
TXN-1977,2025-03-12,Services,Cybersecurity Audit,New York,East,SMB,Credit Card,Bob Jones,6,2179.33,765.25,13075.98,4591.5,1204.5,75.89,1536.29,7408.18,5667.8,43.35
TXN-1978,2026-02-04,Software,Enterprise ERP License,Los Angeles,West,Government,Credit Card,Bob Jones,36,2543.88,480.53,91579.68,17299.08,10093.79,247.23,7901.51,35541.61,56038.07,61.19
TXN-1979,2024-09-23,Software,Security Firewall Pro,Miami,East,Enterprise,Wire Transfer,Evan Wright,13,805.26,218.37,10468.38,2838.81,784.85,165.53,912.1,4701.29,5767.09,55.09
TXN-1980,2025-12-02,Electronics,Wireless Noise-Canceling Headset,San Francisco,West,Consumer,Direct Invoice,Fiona Gallagher,5,231.0,118.52,1155.0,592.6,152.07,38.73,117.99,901.39,253.61,21.96
TXN-1981,2025-05-06,Office Supplies,Standing Desk Converter,Chicago,Midwest,Consumer,PayPal,Evan Wright,6,286.12,145.34,1716.72,872.04,176.19,75.55,237.39,1361.17,355.55,20.71
TXN-1982,2026-01-28,Office Supplies,Ergonomic Executive Desk,Phoenix,West,Enterprise,Direct Invoice,Charlie Davis,11,885.54,439.31,9740.94,4832.41,775.62,161.24,565.45,6334.72,3406.22,34.97
TXN-1983,2024-06-02,Software,Data Analytics Suite,Chicago,Midwest,Enterprise,PayPal,Diana Prince,26,1434.14,312.14,37287.64,8115.64,3654.47,188.22,4126.45,16084.78,21202.86,56.86
TXN-1984,2026-02-05,Electronics,Laptop Pro 15,New York,East,Enterprise,Wire Transfer,Alice Smith,6,1187.11,727.33,7122.66,4363.98,739.89,36.96,390.72,5531.55,1591.11,22.34
TXN-1985,2025-07-14,Hardware,NAS Storage Enclosure,Houston,South,Consumer,Direct Invoice,Evan Wright,2,735.39,496.24,1470.78,992.48,174.28,23.29,145.39,1335.44,135.34,9.2
TXN-1986,2025-09-07,Software,Enterprise ERP License,Boston,East,Enterprise,Direct Invoice,Evan Wright,13,2678.08,490.69,34815.04,6378.97,3321.6,79.9,3802.04,13582.51,21232.53,60.99
TXN-1987,2026-03-13,Electronics,Smart Display 10,Chicago,Midwest,SMB,Credit Card,Diana Prince,2,347.93,193.15,695.86,386.3,74.61,24.86,150.5,636.27,59.59,8.56
TXN-1988,2024-11-27,Hardware,NAS Storage Enclosure,Chicago,Midwest,SMB,PayPal,Charlie Davis,4,735.68,464.51,2942.72,1858.04,379.65,35.71,184.47,2457.87,484.85,16.48
TXN-1989,2025-11-21,Office Supplies,High-Speed Paper Shredder,Phoenix,West,Enterprise,PayPal,Fiona Gallagher,27,175.99,85.66,4751.73,2312.82,358.23,338.17,574.53,3583.75,1167.98,24.58
TXN-1990,2025-04-06,Electronics,Laptop Pro 15,New York,East,Government,Wire Transfer,Fiona Gallagher,19,1257.26,744.98,23887.94,14154.62,3186.7,180.52,2487.01,20008.85,3879.09,16.24
TXN-1991,2025-09-19,Software,Security Firewall Pro,Boston,East,SMB,Credit Card,Bob Jones,2,784.52,224.94,1569.04,449.88,138.05,16.27,190.32,794.52,774.52,49.36
TXN-1992,2024-10-13,Software,Data Analytics Suite,Houston,South,Enterprise,PayPal,Evan Wright,26,1532.19,288.8,39836.94,7508.8,4726.33,199.99,3315.83,15750.95,24085.99,60.46
TXN-1993,2024-10-21,Software,Enterprise ERP License,Austin,South,Enterprise,PayPal,Evan Wright,9,2495.48,519.5,22459.32,4675.5,2866.42,71.73,2393.28,10006.93,12452.39,55.44
TXN-1994,2024-03-18,Electronics,Laptop Pro 15,New York,East,Enterprise,PayPal,Alice Smith,15,1218.15,734.31,18272.25,11014.65,1485.9,189.38,1288.87,13978.8,4293.45,23.5
TXN-1995,2024-09-18,Software,Enterprise ERP License,Phoenix,West,SMB,Credit Card,Diana Prince,3,2303.1,498.76,6909.3,1496.28,521.13,33.82,867.03,2918.26,3991.04,57.76
TXN-1996,2024-08-04,Electronics,Smart Display 10,Boston,East,Enterprise,Wire Transfer,Evan Wright,26,352.52,194.48,9165.52,5056.48,875.43,255.9,1065.61,7253.42,1912.1,20.86
TXN-1997,2025-08-23,Office Supplies,Standing Desk Converter,Boston,East,Enterprise,Direct Invoice,Alice Smith,9,276.9,142.07,2492.1,1278.63,222.15,65.75,260.22,1826.75,665.35,26.7
TXN-1998,2026-06-02,Hardware,Rack Server Blade X,San Francisco,West,Enterprise,PayPal,Alice Smith,25,3012.3,2139.14,75307.5,53478.5,5797.9,339.4,4107.17,63722.97,11584.53,15.38
TXN-1999,2024-09-09,Electronics,Wireless Noise-Canceling Headset,Seattle,West,Enterprise,Credit Card,Alice Smith,11,261.34,120.9,2874.74,1329.9,198.97,100.96,220.93,1850.76,1023.98,35.62
TXN-2000,2024-02-25,Hardware,NAS Storage Enclosure,Boston,East,Enterprise,Wire Transfer,Fiona Gallagher,17,835.32,490.7,14200.44,8341.9,1635.29,249.59,1532.32,11759.1,2441.34,17.19
TXN-2001,2024-08-20,Hardware,Gigabit Switch 24-Port,Miami,East,SMB,Wire Transfer,Fiona Gallagher,5,436.2,270.0,2181.0,1350.0,248.85,42.05,262.46,1903.36,277.64,12.73
TXN-2002,2024-06-22,Electronics,Smart Display 10,San Francisco,West,SMB,PayPal,Charlie Davis,7,355.5,207.1,2488.5,1449.7,225.27,86.8,276.31,2038.08,450.42,18.1
TXN-2003,2025-11-06,Services,Cybersecurity Audit,Houston,South,Consumer,Direct Invoice,Evan Wright,7,2048.46,805.63,14339.22,5639.41,1728.14,42.74,1611.77,9022.06,5317.16,37.08
TXN-2004,2026-03-27,Electronics,Ultra-Wide Monitor 34,Seattle,West,Enterprise,Direct Invoice,Evan Wright,6,634.41,369.53,3806.46,2217.18,335.83,68.72,400.63,3022.36,784.1,20.6
TXN-2005,2024-02-24,Software,Enterprise ERP License,Chicago,Midwest,Enterprise,Wire Transfer,Diana Prince,5,2420.64,505.64,12103.2,2528.2,767.83,31.09,1392.15,4719.27,7383.93,61.01
TXN-2006,2024-07-01,Electronics,Laptop Pro 15,Chicago,Midwest,SMB,PayPal,Alice Smith,7,1146.77,737.82,8027.39,5164.74,796.54,57.18,630.15,6648.61,1378.78,17.18
TXN-2007,2024-08-08,Software,Data Analytics Suite,Austin,South,Enterprise,PayPal,Evan Wright,14,1380.94,299.86,19333.16,4198.04,1315.01,175.61,1386.9,7075.56,12257.6,63.4
TXN-2008,2024-09-04,Office Supplies,Standing Desk Converter,Miami,East,Government,Wire Transfer,Alice Smith,38,298.7,142.52,11350.6,5415.76,1417.48,231.41,840.42,7905.07,3445.53,30.36
TXN-2009,2024-12-16,Services,Cybersecurity Audit,Boston,East,SMB,Direct Invoice,Fiona Gallagher,7,2327.8,802.04,16294.6,5614.28,1666.42,102.3,1229.51,8612.51,7682.09,47.15
TXN-2010,2025-08-03,Hardware,NAS Storage Enclosure,Boston,East,Enterprise,Wire Transfer,Fiona Gallagher,27,832.75,462.2,22484.25,12479.4,1921.62,149.79,2304.62,16855.43,5628.82,25.03
TXN-2011,2024-03-13,Services,Cybersecurity Audit,Austin,South,Enterprise,Wire Transfer,Evan Wright,7,2342.05,779.12,16394.35,5453.84,1254.51,102.89,915.56,7726.8,8667.55,52.87
TXN-2012,2024-11-15,Software,Security Firewall Pro,Phoenix,West,SMB,PayPal,Alice Smith,4,889.6,222.24,3558.4,888.96,376.62,38.34,294.77,1598.69,1959.71,55.07
TXN-2013,2025-02-15,Software,Security Firewall Pro,Seattle,West,Enterprise,Direct Invoice,Charlie Davis,10,825.47,217.38,8254.7,2173.8,900.56,112.36,735.11,3921.83,4332.87,52.49
TXN-2014,2024-02-01,Office Supplies,Mesh Office Chair,Los Angeles,West,Enterprise,PayPal,Bob Jones,8,329.13,156.58,2633.04,1252.64,211.09,70.5,301.05,1835.28,797.76,30.3
TXN-2015,2025-08-27,Hardware,Rack Server Blade X,Boston,East,Enterprise,Credit Card,Bob Jones,25,3360.68,2074.95,84017.0,51873.75,8660.45,347.95,9608.01,70490.16,13526.84,16.1
TXN-2016,2025-01-14,Software,Cloud Storage Annual,Miami,East,SMB,Credit Card,Charlie Davis,3,369.35,78.69,1108.05,236.07,79.29,21.99,147.85,485.2,622.85,56.21
TXN-2017,2024-01-14,Office Supplies,Ergonomic Executive Desk,Miami,East,SMB,Credit Card,Evan Wright,2,902.63,436.43,1805.26,872.86,216.43,15.64,220.09,1325.02,480.24,26.6
TXN-2018,2024-06-20,Electronics,Laptop Pro 15,Phoenix,West,SMB,Wire Transfer,Alice Smith,5,1213.58,770.41,6067.9,3852.05,814.56,38.06,493.48,5198.15,869.75,14.33
TXN-2019,2024-05-27,Office Supplies,Standing Desk Converter,Houston,South,Enterprise,Credit Card,Fiona Gallagher,14,273.08,135.08,3823.12,1891.12,423.92,202.93,500.41,3018.38,804.74,21.05
TXN-2020,2024-04-07,Software,Security Firewall Pro,Miami,East,Enterprise,Wire Transfer,Bob Jones,20,834.22,214.91,16684.4,4298.2,1871.4,126.93,1506.0,7802.53,8881.87,53.23
TXN-2021,2025-12-16,Software,Cloud Storage Annual,Miami,East,Enterprise,Direct Invoice,Bob Jones,25,394.27,77.54,9856.75,1938.5,1178.97,156.76,627.12,3901.35,5955.4,60.42
TXN-2022,2024-06-29,Services,Annual IT Maintenance Plan,Boston,East,SMB,Direct Invoice,Evan Wright,2,1909.13,620.0,3818.26,1240.0,512.91,19.17,451.84,2223.92,1594.34,41.76
TXN-2023,2026-04-30,Hardware,Rack Server Blade X,Los Angeles,West,Enterprise,Wire Transfer,Bob Jones,11,3068.96,2019.0,33758.56,22209.0,3465.89,149.38,3461.88,29286.15,4472.41,13.25
TXN-2024,2025-03-30,Electronics,Laptop Pro 15,Boston,East,Enterprise,PayPal,Fiona Gallagher,6,1201.78,764.57,7210.68,4587.42,497.13,63.92,531.96,5680.43,1530.25,21.22
TXN-2025,2025-08-14,Office Supplies,Ergonomic Executive Desk,Boston,East,Enterprise,PayPal,Diana Prince,21,851.95,463.43,17890.95,9732.03,2453.94,136.76,989.56,13312.29,4578.66,25.59
TXN-2026,2026-02-04,Services,Annual IT Maintenance Plan,Seattle,West,SMB,PayPal,Fiona Gallagher,5,1817.75,612.89,9088.75,3064.45,1074.73,58.33,1080.66,5278.17,3810.58,41.93
TXN-2027,2024-06-24,Hardware,Rack Server Blade X,New York,East,Enterprise,Wire Transfer,Charlie Davis,11,3244.74,2089.41,35692.14,22983.51,4308.9,62.47,3546.3,30901.18,4790.96,13.42
TXN-2028,2024-05-24,Electronics,Ultra-Wide Monitor 34,Los Angeles,West,SMB,Direct Invoice,Evan Wright,4,658.11,381.04,2632.44,1524.16,191.72,48.62,339.05,2103.55,528.89,20.09
TXN-2029,2024-10-05,Hardware,NAS Storage Enclosure,Boston,East,Enterprise,Credit Card,Evan Wright,24,788.79,460.44,18930.96,11050.56,1787.36,260.79,2183.12,15281.83,3649.13,19.28
TXN-2030,2026-02-19,Services,Cybersecurity Audit,Seattle,West,Enterprise,Wire Transfer,Fiona Gallagher,11,2094.05,822.96,23034.55,9052.56,2233.07,164.9,2569.08,14019.61,9014.94,39.14
TXN-2031,2026-04-18,Services,Annual IT Maintenance Plan,Boston,East,Enterprise,Direct Invoice,Bob Jones,21,1911.38,610.24,40138.98,12815.04,5561.79,118.24,4612.98,23108.05,17030.93,42.43
TXN-2032,2025-04-22,Electronics,Wireless Noise-Canceling Headset,Los Angeles,West,Enterprise,Direct Invoice,Evan Wright,24,252.54,115.44,6060.96,2770.56,621.6,205.63,704.65,4302.44,1758.52,29.01
TXN-2033,2025-12-01,Electronics,Laptop Pro 15,Boston,East,Consumer,Credit Card,Alice Smith,3,1119.61,714.06,3358.83,2142.18,370.48,33.89,443.87,2990.42,368.41,10.97
TXN-2034,2026-05-18,Software,Security Firewall Pro,San Francisco,West,Enterprise,PayPal,Alice Smith,5,840.03,222.97,4200.15,1114.85,539.74,49.53,303.9,2008.02,2192.13,52.19
TXN-2035,2025-10-08,Office Supplies,Ergonomic Executive Desk,Phoenix,West,Government,Direct Invoice,Diana Prince,10,858.21,445.41,8582.1,4454.1,978.14,55.56,553.51,6041.31,2540.79,29.61
TXN-2036,2026-02-23,Services,Annual IT Maintenance Plan,Miami,East,SMB,PayPal,Diana Prince,7,1691.03,573.9,11837.21,4017.3,1633.41,82.68,999.87,6733.26,5103.95,43.12
TXN-2037,2025-03-10,Office Supplies,High-Speed Paper Shredder,Chicago,Midwest,SMB,Credit Card,Fiona Gallagher,6,192.28,90.93,1153.68,545.58,87.97,85.18,210.92,929.65,224.03,19.42
TXN-2038,2024-08-16,Hardware,NAS Storage Enclosure,Boston,East,SMB,Wire Transfer,Evan Wright,1,739.66,460.92,739.66,460.92,88.01,9.5,125.13,683.56,56.1,7.58
TXN-2039,2024-11-06,Software,Data Analytics Suite,San Francisco,West,SMB,Direct Invoice,Evan Wright,6,1471.03,308.15,8826.18,1848.9,895.26,72.26,1066.38,3882.8,4943.38,56.01
TXN-2040,2026-04-23,Office Supplies,Ergonomic Executive Desk,Houston,South,Consumer,Direct Invoice,Alice Smith,3,819.05,452.21,2457.15,1356.63,289.33,44.8,168.45,1859.21,597.94,24.33
TXN-2041,2025-11-05,Services,Cloud Migration Consulting,Miami,East,Consumer,Credit Card,Bob Jones,4,3614.78,1183.22,14459.12,4732.88,920.14,26.31,917.18,6596.51,7862.61,54.38
TXN-2042,2024-07-05,Services,Cybersecurity Audit,Los Angeles,West,Enterprise,Wire Transfer,Alice Smith,21,2263.08,829.86,47524.68,17427.06,4269.12,281.72,3854.41,25832.31,21692.37,45.64
TXN-2043,2026-04-16,Hardware,Rack Server Blade X,Houston,South,Enterprise,Credit Card,Diana Prince,12,3149.58,2085.11,37794.96,25021.32,5193.94,146.87,3000.34,33362.47,4432.49,11.73
TXN-2044,2026-01-12,Services,Cybersecurity Audit,Boston,East,Enterprise,Direct Invoice,Fiona Gallagher,28,2371.19,803.95,66393.32,22510.6,4358.97,291.47,7527.64,34688.68,31704.64,47.75
TXN-2045,2025-12-05,Software,Data Analytics Suite,Los Angeles,West,Government,PayPal,Bob Jones,11,1506.2,308.75,16568.2,3396.25,1146.91,157.04,1814.24,6514.44,10053.76,60.68
TXN-2046,2024-02-17,Electronics,Laptop Pro 15,San Francisco,West,Enterprise,PayPal,Evan Wright,6,1117.6,742.52,6705.6,4455.12,711.82,81.3,838.95,6087.19,618.41,9.22
TXN-2047,2026-02-09,Hardware,Gigabit Switch 24-Port,Austin,South,Enterprise,PayPal,Alice Smith,28,468.5,261.14,13118.0,7311.92,1707.28,292.19,945.75,10257.14,2860.86,21.81
TXN-2048,2024-04-05,Software,Data Analytics Suite,Boston,East,SMB,PayPal,Charlie Davis,3,1385.79,303.31,4157.37,909.93,492.46,44.8,439.32,1886.51,2270.86,54.62
TXN-2049,2026-04-10,Software,Data Analytics Suite,Phoenix,West,Consumer,Direct Invoice,Alice Smith,6,1502.37,309.32,9014.22,1855.92,856.05,37.43,884.01,3633.41,5380.81,59.69
TXN-2050,2025-03-28,Office Supplies,Mesh Office Chair,Miami,East,SMB,PayPal,Alice Smith,2,328.92,158.42,657.84,316.84,69.02,22.74,101.77,510.37,147.47,22.42
TXN-2051,2026-05-03,Office Supplies,Standing Desk Converter,Miami,East,SMB,PayPal,Diana Prince,4,266.08,140.67,1064.32,562.68,65.9,50.57,154.03,833.18,231.14,21.72
TXN-2052,2024-04-28,Software,Security Firewall Pro,Boston,East,Consumer,Direct Invoice,Charlie Davis,1,859.0,222.47,859.0,222.47,89.28,7.73,85.88,405.36,453.64,52.81
TXN-2053,2025-01-09,Office Supplies,Mesh Office Chair,Houston,South,Enterprise,Credit Card,Charlie Davis,14,340.48,152.8,4766.72,2139.2,419.54,86.61,274.78,2920.13,1846.59,38.74
TXN-2054,2026-03-29,Hardware,Gigabit Switch 24-Port,Chicago,Midwest,Consumer,PayPal,Evan Wright,2,427.39,249.89,854.78,499.78,100.71,15.35,171.54,787.38,67.4,7.89
TXN-2055,2026-03-23,Software,Security Firewall Pro,Los Angeles,West,Consumer,Wire Transfer,Fiona Gallagher,3,901.36,215.59,2704.08,646.77,340.38,19.63,249.54,1256.32,1447.76,53.54
TXN-2056,2026-04-09,Office Supplies,Ergonomic Executive Desk,Miami,East,SMB,Direct Invoice,Fiona Gallagher,2,867.9,441.8,1735.8,883.6,136.39,27.58,222.12,1269.69,466.11,26.85
TXN-2057,2024-06-04,Software,Enterprise ERP License,New York,East,SMB,Credit Card,Evan Wright,2,2684.34,508.51,5368.68,1017.02,397.36,19.48,533.84,1967.7,3400.98,63.35
TXN-2058,2024-06-25,Electronics,Laptop Pro 15,Austin,South,SMB,Credit Card,Fiona Gallagher,3,1145.32,736.8,3435.96,2210.4,348.94,38.48,428.5,3026.32,409.64,11.92
TXN-2059,2025-01-04,Electronics,Wireless Noise-Canceling Headset,Miami,East,Enterprise,Wire Transfer,Evan Wright,8,254.56,124.33,2036.48,994.64,244.9,84.27,195.37,1519.18,517.3,25.4
TXN-2060,2025-07-21,Electronics,Smart Display 10,Miami,East,SMB,PayPal,Alice Smith,7,337.56,207.81,2362.92,1454.67,245.74,63.94,193.02,1957.37,405.55,17.16
TXN-2061,2024-01-29,Electronics,Wireless Noise-Canceling Headset,Chicago,Midwest,Enterprise,Credit Card,Alice Smith,10,267.65,121.07,2676.5,1210.7,227.22,94.97,314.47,1847.36,829.14,30.98
TXN-2062,2025-10-01,Services,Cloud Migration Consulting,Los Angeles,West,SMB,Credit Card,Evan Wright,5,3647.1,1148.2,18235.5,5741.0,1112.5,69.91,1694.96,8618.37,9617.13,52.74
TXN-2063,2025-09-19,Electronics,Wireless Noise-Canceling Headset,Phoenix,West,SMB,PayPal,Charlie Davis,3,264.48,119.9,793.44,359.7,55.71,15.15,130.32,560.88,232.56,29.31
TXN-2064,2024-02-07,Electronics,Smart Display 10,Boston,East,Enterprise,Direct Invoice,Charlie Davis,21,349.19,196.71,7332.99,4130.91,488.29,220.56,562.79,5402.55,1930.44,26.33
TXN-2065,2025-04-17,Office Supplies,High-Speed Paper Shredder,Houston,South,Enterprise,Credit Card,Charlie Davis,8,187.83,93.58,1502.64,748.64,130.27,119.36,109.13,1107.4,395.24,26.3
TXN-2066,2025-06-09,Electronics,Laptop Pro 15,Chicago,Midwest,Consumer,Direct Invoice,Fiona Gallagher,1,1124.07,728.21,1124.07,728.21,154.68,11.68,184.03,1078.6,45.47,4.05
TXN-2067,2025-10-31,Electronics,Ultra-Wide Monitor 34,Austin,South,Enterprise,Wire Transfer,Diana Prince,27,629.14,398.63,16986.78,10763.01,1879.05,200.36,1433.13,14275.55,2711.23,15.96
TXN-2068,2024-04-02,Hardware,Rack Server Blade X,New York,East,Enterprise,PayPal,Bob Jones,21,3005.06,2189.05,63106.26,45970.05,4178.5,300.3,6318.83,56767.68,6338.58,10.04
TXN-2069,2026-01-29,Electronics,Wireless Noise-Canceling Headset,Los Angeles,West,SMB,Direct Invoice,Charlie Davis,2,269.59,116.57,539.18,233.14,50.37,15.84,121.68,421.03,118.15,21.91
TXN-2070,2024-07-03,Office Supplies,Ergonomic Executive Desk,Seattle,West,SMB,Credit Card,Bob Jones,2,816.87,467.61,1633.74,935.22,162.21,21.98,135.6,1255.01,378.73,23.18
TXN-2071,2024-05-31,Office Supplies,High-Speed Paper Shredder,Austin,South,Government,Wire Transfer,Charlie Davis,29,175.04,89.31,5076.16,2589.99,576.44,149.97,618.02,3934.42,1141.74,22.49
TXN-2072,2026-03-24,Services,Cybersecurity Audit,Houston,South,SMB,Credit Card,Bob Jones,5,2343.25,831.52,11716.25,4157.6,1608.5,69.26,651.03,6486.39,5229.86,44.64
TXN-2073,2025-08-06,Hardware,Gigabit Switch 24-Port,Miami,East,Enterprise,Wire Transfer,Fiona Gallagher,25,417.53,249.69,10438.25,6242.25,733.67,147.85,713.45,7837.22,2601.03,24.92
TXN-2074,2024-01-01,Software,Data Analytics Suite,Miami,East,Enterprise,Credit Card,Evan Wright,27,1461.89,304.86,39471.03,8231.22,3842.9,354.25,2471.75,14900.12,24570.91,62.25
TXN-2075,2024-06-17,Hardware,Rack Server Blade X,Boston,East,SMB,Credit Card,Charlie Davis,6,3224.1,2195.56,19344.6,13173.36,1929.36,53.61,1689.02,16845.35,2499.25,12.92
TXN-2076,2025-05-26,Software,Cloud Storage Annual,San Francisco,West,Enterprise,Direct Invoice,Alice Smith,12,399.83,77.18,4797.96,926.16,599.38,110.47,574.1,2210.11,2587.85,53.94
TXN-2077,2026-02-11,Services,Cybersecurity Audit,Houston,South,SMB,Direct Invoice,Alice Smith,7,2329.71,829.15,16307.97,5804.05,1882.95,78.74,897.09,8662.83,7645.14,46.88
TXN-2078,2024-04-30,Hardware,NAS Storage Enclosure,Austin,South,SMB,Direct Invoice,Alice Smith,4,811.91,477.66,3247.64,1910.64,443.89,30.43,394.04,2779.0,468.64,14.43
